ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
61910,1,1,0,13,12,38,8,13,17,8,0,14
61910,2,1,0,0,0,0,0,0,0,0,0,0
61911,1,1,0,0,0,0,0,15,0,0,0,0
61911,2,1,0,0,0,0,0,0,0,0,0,0
61912,1,1,0,0,0,0,0,0,0,0,0,0
61912,2,1,0,0,0,13,0,0,0,0,0,0
61913,1,1,25,15,31,0,32,14,7,12,14,19
61913,2,1,0,0,0,0,0,0,0,0,0,0
61915,1,1,0,0,0,0,0,0,0,0,0,0
61915,2,1,0,0,0,0,0,0,0,0,0,0
61916,1,1,16,3,12,39,15,31,19,5,18,13
61916,2,1,0,0,0,0,0,0,17,0,0,0
61917,0,1,0,0,0,0,0,14,7,0,0,31
61917,1,1,0,0,0,0,0,0,0,0,0,0
61918,1,1,13,0,4,0,11,6,3,24,22,6
61919,0,1,0,0,0,0,0,0,0,0,0,0
61919,1,1,0,0,0,0,0,0,0,0,0,0
61920,1,1,0,0,0,0,15,34,0,0,0,19
61921,1,1,0,0,0,0,0,0,0,0,0,0
61921,2,1,0,0,0,0,12,0,0,0,0,0
61922,1,1,20,9,17,13,14,9,20,13,24,12
61923,1,1,0,0,0,0,0,0,0,0,0,0
61924,1,1,19,19,19,19,19,19,19,19,19,19
61924,2,1,0,0,0,0,0,0,0,0,0,0
61925,0,1,0,0,0,0,0,0,0,0,20,0
61925,1,1,0,0,0,0,0,0,0,0,0,0
61926,1,1,0,0,0,0,0,11,0,0,15,14
61926,2,1,0,0,0,0,0,0,10,0,0,0
61927,1,1,0,30,0,0,13,0,0,0,0,0
61928,1,1,10,22,17,15,21,4,31,3,13,9
61928,2,1,0,0,8,0,0,0,19,0,0,0
61929,0,1,0,0,0,0,0,0,0,0,0,0
61929,1,1,0,0,0,0,0,0,0,0,0,0
61930,1,1,0,0,0,0,11,0,0,0,0,0
61931,1,1,0,0,0,0,0,0,0,0,0,0
61931,2,1,0,17,0,0,0,17,0,25,0,0
61932,1,1,0,0,0,0,0,0,0,0,0,0
61933,1,1,0,18,0,0,0,0,0,0,0,0
61934,1,1,0,0,0,0,0,0,0,0,0,0
61935,1,1,0,0,0,0,0,0,0,0,0,0
61935,2,1,0,0,0,0,0,0,0,0,0,0
61935,3,1,0,0,0,0,0,0,0,0,0,0
61935,4,1,0,0,0,0,0,0,0,0,0,0
61936,1,1,8,0,11,12,4,15,15,12,14,2
61936,2,1,0,0,0,0,0,0,0,0,0,0
61937,1,1,0,0,0,0,0,0,0,0,0,0
61937,2,1,0,0,0,0,0,0,0,0,0,0
61938,0,1,24,0,16,0,0,22,0,0,0,27
61938,1,1,0,0,0,0,0,0,0,0,0,0
61939,1,1,33,24,8,23,31,21,0,22,6,17
61939,2,1,0,0,0,0,0,0,0,8,0,11
61940,1,1,0,14,0,0,0,26,0,0,0,0
61941,1,1,0,0,0,0,0,0,0,0,0,0
61941,2,1,0,0,0,0,0,0,0,0,0,0
61942,0,1,16,0,0,0,0,0,6,22,20,0
61942,1,1,0,0,0,0,0,0,0,0,0,0
61943,0,1,0,0,12,25,23,18,0,0,18,9
61943,1,1,0,0,0,0,0,0,0,14,0,22
61943,2,1,18,6,4,5,6,12,5,12,13,34
61944,0,1,29,0,0,0,0,0,18,0,0,0
61944,1,1,0,0,0,0,0,0,0,0,17,0
61945,1,1,38,16,0,14,19,0,0,27,0,25
61946,0,1,0,0,0,0,0,0,0,0,0,0
61946,1,1,11,8,9,9,7,23,10,7,13,15
61947,0,1,0,0,0,0,0,0,0,0,0,0
61947,1,1,0,0,0,0,0,0,0,0,0,0
61948,1,1,0,0,0,0,0,0,0,0,0,0
61948,2,1,0,0,0,0,0,0,0,0,0,0
61949,1,1,0,0,0,0,0,0,0,0,0,0
61949,2,1,0,0,0,0,0,0,0,0,0,0
61950,1,1,0,0,0,0,0,0,0,0,0,0
61950,2,1,0,0,0,0,15,0,0,0,0,14
61951,1,1,11,26,23,21,10,11,40,23,9,23
61951,2,1,0,0,0,0,0,0,0,0,0,22
61952,1,1,28,28,28,28,28,28,28,28,28,28
61953,1,1,0,0,0,0,0,0,0,0,0,0
61953,2,1,0,0,0,0,0,0,0,0,0,0
61954,1,1,0,0,0,0,10,15,0,0,0,10
61954,2,1,0,0,0,0,0,0,0,0,0,7
61955,0,1,19,17,16,12,19,16,19,20,32,18
61955,1,1,12,12,12,12,12,12,12,12,12,12
61957,1,1,29,29,29,29,29,29,29,29,29,29
61957,2,1,0,0,0,0,0,0,0,19,0,0
61958,0,1,0,0,31,21,9,8,20,0,31,0
61958,1,1,0,0,0,0,16,20,0,0,0,21
61959,0,1,0,0,16,16,0,0,0,51,0,0
61959,1,1,22,13,11,0,14,13,0,0,0,0
61960,0,1,16,0,0,18,0,0,0,10,0,0
61960,1,1,25,0,0,18,5,0,5,16,0,18
61961,0,1,17,0,0,0,0,0,0,0,0,0
61961,1,1,0,0,0,17,0,19,13,0,0,0
61962,1,1,0,21,0,12,0,20,13,0,7,19
61963,0,1,39,0,28,0,8,0,0,0,0,0
61964,0,1,0,0,16,9,23,0,0,26,0,0
61964,1,1,0,0,0,23,9,0,0,4,12,13
61965,0,1,0,0,3,25,21,0,9,0,0,0
61965,1,1,0,0,0,0,0,0,0,0,0,0
61966,1,1,18,18,18,18,18,18,18,18,18,18
61967,1,1,0,0,0,0,0,0,0,0,0,0
61967,2,1,0,0,0,0,0,0,0,10,0,0
61968,0,1,0,0,0,0,0,0,0,0,0,0
61968,0,2,14,14,14,14,14,14,14,14,14,14
61968,1,1,26,15,12,13,0,34,16,13,9,0
61968,2,1,0,0,0,0,0,0,0,0,0,0
61969,1,1,0,8,8,31,0,8,20,0,0,7
61969,2,1,11,19,28,8,28,6,22,12,11,8
61969,3,1,24,0,0,0,0,0,21,12,0,14
61969,4,1,0,0,0,0,0,0,0,0,0,0
61970,1,1,0,24,0,0,0,0,0,0,0,0
61970,2,1,0,0,0,0,0,0,0,0,0,0
61970,3,1,0,0,0,0,0,20,0,0,0,0
61971,0,1,0,0,0,0,0,0,0,0,0,0
61971,1,1,11,0,0,0,0,0,7,0,0,18
61972,1,1,0,0,0,0,0,0,0,0,0,0
61973,1,1,0,0,0,0,0,0,0,0,0,17
61973,2,1,0,0,0,6,0,0,0,0,0,0
61974,1,1,0,0,0,0,0,0,0,0,0,0
61975,0,1,44,26,0,0,20,8,12,0,0,0
61975,1,1,0,0,0,0,0,0,0,0,0,0
61976,1,1,0,0,0,0,0,0,0,0,0,0
61977,1,1,18,0,0,0,8,0,25,17,0,0
61977,2,1,0,0,0,0,0,0,0,0,0,0
61978,1,1,0,0,0,0,0,0,0,0,0,0
61979,0,1,27,14,0,27,12,9,0,31,0,26
61979,1,1,0,0,0,9,0,0,14,0,0,0
61980,0,1,0,0,0,0,0,0,0,0,0,0
61980,1,1,0,0,0,0,0,0,12,0,0,0
61981,1,1,0,0,0,0,15,0,0,0,0,0
61981,2,1,0,0,0,0,11,0,0,0,0,4
61982,1,1,0,0,0,0,0,0,0,0,0,0
61983,1,1,0,0,0,0,0,24,0,0,0,0
61984,1,1,0,0,6,0,0,0,0,0,0,0
61984,2,1,0,0,0,0,0,0,0,0,0,0
61985,0,1,11,25,0,14,0,0,0,0,0,25
61985,1,1,0,0,0,0,0,0,0,0,0,0
61986,1,1,0,0,0,0,0,0,0,0,0,0
61986,2,1,0,0,0,0,0,0,0,0,0,0
61986,3,1,0,0,0,0,0,0,14,0,0,0
61987,1,1,0,0,0,0,0,0,0,0,0,0
61987,2,1,11,11,11,11,11,11,11,11,11,11
61988,0,1,0,0,0,0,0,0,0,0,0,0
61988,1,1,0,0,0,0,0,0,0,0,0,0
61989,1,1,23,13,8,39,0,29,18,20,35,40
61989,2,1,0,0,0,0,0,0,0,0,0,0
61990,1,1,0,0,18,0,0,0,0,0,20,0
61990,2,1,27,0,0,0,0,0,0,0,28,16
61991,1,1,0,0,15,0,31,0,0,7,0,0
61991,2,1,0,0,0,0,0,0,0,0,0,0
61992,1,1,0,0,18,0,8,0,0,0,18,0
61992,2,1,0,0,6,0,24,0,0,0,0,0
61993,1,1,0,0,0,0,0,0,0,0,0,0
61993,2,1,0,0,0,0,0,0,0,0,0,0
61994,1,1,0,0,0,0,0,0,0,0,0,0
61995,1,1,34,34,34,34,34,34,34,34,34,34
61995,2,1,0,0,0,0,0,0,0,0,0,0
61996,1,1,0,10,0,18,0,10,24,10,0,0
61997,0,1,0,0,0,0,0,0,0,0,0,0
61997,1,1,0,0,0,0,0,0,0,0,0,0
61998,1,1,0,0,0,0,0,0,0,0,0,0
61999,1,1,13,21,25,34,18,27,0,17,36,0
62000,0,1,0,0,19,0,0,0,0,0,0,0
62000,1,1,0,0,0,0,0,0,0,0,0,0
62001,1,1,0,0,0,0,0,0,0,0,0,0
62001,2,1,0,0,0,0,0,0,0,6,0,0
62002,0,1,30,30,30,30,30,30,30,30,30,30
62002,1,1,0,0,7,0,0,0,0,0,0,0
62002,2,1,0,0,0,0,0,0,0,0,27,0
62003,1,1,13,16,26,20,21,28,22,0,14,28
62003,5,1,4,10,29,23,13,28,9,14,26,12
62004,0,1,18,9,0,0,13,25,0,0,0,0
62004,1,1,0,0,0,0,0,0,0,0,0,0
62005,1,1,0,0,0,0,0,0,10,0,0,0
62006,1,1,0,0,0,0,0,0,0,0,0,0
62006,2,1,12,9,41,0,27,0,25,0,34,23
62006,3,1,0,0,0,0,0,0,0,0,0,0
62007,1,1,0,0,0,0,0,0,0,0,0,0
62007,2,1,0,0,0,0,0,0,0,0,0,0
62009,1,1,0,0,0,14,0,3,0,0,0,0
62010,0,1,34,34,34,34,34,34,34,34,34,34
62010,1,1,0,0,0,0,0,0,0,0,0,0
62011,0,1,0,0,0,17,0,0,0,0,0,0
62011,1,1,0,0,0,0,0,0,10,0,0,0
62012,1,1,0,0,6,25,0,15,0,19,25,17
62013,1,1,0,14,0,0,22,0,0,0,0,0
62014,1,1,0,0,0,0,0,0,0,0,0,0
62015,0,1,0,4,0,50,20,38,0,0,0,0
62015,1,1,0,13,0,5,0,0,0,0,0,0
62016,0,1,0,10,22,0,0,0,10,11,0,0
62016,1,1,0,0,0,0,0,0,0,10,20,0
62017,0,1,0,0,0,0,0,0,0,0,0,15
62017,1,1,0,0,0,0,0,0,0,0,0,0
62018,0,1,17,0,0,0,0,0,0,0,0,10
62018,1,1,0,0,0,0,0,0,0,0,0,0
62019,0,1,0,0,0,0,0,11,11,0,0,0
62019,1,1,0,0,0,9,0,12,22,0,0,0
62020,0,1,0,0,24,11,23,18,17,0,41,0
62020,1,1,0,0,0,0,0,12,0,0,0,18
62021,1,1,0,0,0,0,0,0,0,0,0,0
62021,2,1,0,0,9,0,0,0,0,0,0,0
62022,0,1,24,24,24,24,24,24,24,24,24,24
62022,1,1,0,0,0,0,0,0,0,0,18,12
62022,2,1,0,0,0,0,0,0,0,0,0,0
62022,3,1,0,0,0,9,0,0,0,3,0,0
62023,1,1,0,23,0,0,0,0,18,0,0,0
62023,2,1,0,0,0,0,0,0,0,0,0,0
62024,1,1,13,13,13,13,13,13,13,13,13,13
62024,2,1,9,0,0,8,0,0,0,0,0,10
62025,1,1,0,0,0,12,0,9,14,0,0,6
62026,1,1,0,0,0,0,0,0,0,0,0,0
62027,1,1,0,0,0,0,0,0,0,0,0,0
62027,2,1,0,0,0,0,0,0,0,0,0,0
62028,1,1,0,0,12,0,0,5,0,11,0,12
62029,1,1,7,0,0,0,0,18,0,26,40,9
62030,1,1,0,10,0,26,0,0,0,0,0,22
62031,1,1,0,9,20,16,6,19,14,16,55,11
62032,0,1,11,21,26,0,8,0,0,0,0,0
62032,1,1,0,0,0,0,0,0,0,16,0,0
62033,1,1,0,8,16,0,0,0,0,16,0,0
62033,2,1,0,0,0,0,0,0,0,0,12,0
62034,1,1,0,0,0,0,0,0,0,0,0,0
62034,2,1,0,0,0,0,0,0,0,23,0,0
62035,1,1,0,15,13,24,39,3,0,16,13,0
62036,0,1,15,15,15,15,15,15,15,15,15,15
62036,1,1,0,0,0,0,0,0,0,0,0,0
62037,0,1,0,0,0,0,0,0,0,0,0,0
62037,1,1,0,0,0,0,0,0,0,0,0,0
62038,1,1,0,0,10,0,0,0,7,12,15,0
62038,2,1,0,12,0,0,0,0,0,0,0,0
62039,1,1,16,29,14,10,6,18,28,15,21,5
62040,1,1,0,0,21,0,19,0,0,18,0,0
62041,0,1,23,41,5,19,25,5,0,30,35,18
62041,1,1,0,14,0,0,0,0,0,0,0,0
62042,0,1,22,26,4,9,0,44,0,17,36,0
62042,1,1,0,0,0,0,0,0,23,0,0,0
62043,1,1,0,0,0,0,0,0,13,0,0,0
62043,2,1,0,0,0,0,0,0,0,0,0,0
62044,1,1,33,0,0,0,0,0,0,0,0,0
62044,2,1,0,0,0,0,0,0,0,0,0,0
62045,1,1,13,13,13,13,13,13,13,13,13,13
62046,1,1,0,0,0,0,0,0,0,0,0,0
62046,2,1,0,2,0,0,0,0,0,0,0,0
62047,0,1,0,0,0,0,0,0,0,0,0,0
62047,1,1,0,0,0,0,0,0,0,0,0,0
62048,1,1,0,0,0,0,0,0,0,0,0,0
62048,2,1,0,0,0,0,0,0,0,0,0,0
62049,0,1,21,0,0,23,0,0,7,0,20,6
62049,1,1,0,0,0,0,0,0,0,0,0,0
62049,2,1,0,0,0,0,0,0,0,0,14,0
62050,1,1,0,0,14,0,0,0,0,0,0,0
62050,2,1,0,0,0,0,18,0,0,0,0,0
62050,3,1,0,0,0,13,0,0,0,0,0,0
62051,0,1,0,0,0,0,0,0,17,17,0,0
62051,1,1,14,0,0,21,0,0,0,0,0,0
62052,0,1,0,0,0,0,0,12,25,0,0,0
62052,1,1,0,29,0,0,0,16,0,16,12,9
62053,0,1,0,0,0,24,0,0,0,0,0,0
62053,1,1,0,0,0,0,0,0,0,0,0,0
62053,2,1,0,0,0,0,0,0,0,0,0,0
62054,1,1,0,0,0,0,0,0,0,0,0,0
62054,2,1,0,1,0,0,0,0,0,0,0,26
62054,3,1,0,0,0,0,0,0,0,0,0,0
62055,0,1,14,14,14,14,14,14,14,14,14,14
62055,1,1,36,11,0,19,0,4,15,12,16,11
62056,1,1,34,34,34,34,34,34,34,34,34,34
62057,1,1,0,0,0,0,0,0,0,15,0,0
62057,2,1,0,0,0,0,0,0,0,0,0,0
62058,0,1,17,0,17,0,25,3,19,0,27,23
62058,1,1,0,0,10,0,0,16,0,0,0,0
62059,1,1,0,0,0,0,0,25,0,0,0,0
62059,2,1,0,0,0,0,0,0,0,0,0,0
62060,1,1,0,0,0,0,0,0,0,0,0,0
62060,2,1,0,0,0,0,0,0,0,0,0,0
62061,1,1,0,0,0,0,0,0,0,0,0,0
62061,2,1,0,0,0,0,0,0,0,0,13,0
62062,1,1,0,0,0,0,0,0,0,0,0,0
62062,2,1,0,0,0,0,0,0,22,10,0,0
62063,0,1,3,3,3,3,3,3,3,3,3,3
62063,1,1,0,0,0,0,0,0,0,0,0,0
62064,1,1,28,28,28,28,28,28,28,28,28,28
62064,2,1,0,0,0,0,0,0,0,0,0,0
62065,0,1,0,0,16,16,0,0,23,36,26,16
62065,0,2,0,20,0,2,0,0,0,0,0,23
62065,1,1,0,0,0,0,0,0,0,0,0,0
62066,0,1,10,20,10,12,17,26,0,11,3,0
62066,1,1,18,21,17,18,14,0,19,11,12,38
62067,1,1,24,0,0,0,0,0,15,26,0,4
62068,0,1,0,0,0,0,0,0,0,0,0,0
62068,1,1,0,0,0,0,0,0,0,0,0,0
62069,1,1,13,15,13,10,0,6,0,0,10,9
62070,1,1,0,0,0,0,0,0,0,0,0,0
62070,2,1,0,0,0,0,0,0,0,0,0,0
62071,1,1,0,6,0,0,17,7,0,0,0,11
62071,2,1,0,0,0,0,0,0,0,0,0,0
62072,0,1,0,17,0,0,0,0,0,0,0,0
62072,1,1,12,0,14,0,18,0,4,0,0,0
62073,0,1,0,0,0,0,0,0,0,0,0,0
62073,1,1,0,0,0,0,0,0,0,0,0,0
62074,0,1,11,0,18,0,20,0,28,22,33,0
62074,1,1,0,0,8,22,0,9,0,0,0,23
62075,1,1,0,0,0,0,0,0,0,0,0,0
62075,2,1,0,0,0,20,0,0,0,0,11,0
62076,0,1,0,0,0,0,23,0,0,0,9,0
62076,1,1,0,0,0,0,0,0,0,0,0,0
62077,1,1,0,16,0,0,0,0,0,0,0,0
62077,2,1,0,27,0,0,6,0,0,18,9,0
62078,1,1,13,26,16,22,8,27,0,11,27,43
62079,1,1,1,1,1,1,1,1,1,1,1,1
62079,2,1,0,0,7,0,0,0,0,0,0,0
62080,0,1,33,0,40,0,25,0,0,0,37,0
62080,1,1,0,0,0,5,7,7,0,0,0,4
62081,0,1,21,0,0,0,0,13,0,0,0,0
62081,1,1,0,0,0,0,0,0,0,0,0,0
62082,1,1,38,26,39,0,23,21,17,18,15,26
62083,1,1,0,0,0,0,0,0,0,0,0,0
62083,2,1,0,0,7,10,12,16,0,0,3,0
62084,0,1,0,0,0,0,0,19,0,0,9,0
62084,1,1,0,0,0,0,0,0,0,4,0,0
62085,0,1,0,0,0,0,0,8,0,0,0,0
62085,1,1,0,0,0,0,0,0,30,0,0,0
62086,0,1,15,0,0,0,0,35,36,19,0,41
62086,1,1,0,11,16,23,0,34,0,12,8,0
62087,1,1,22,22,22,22,22,22,22,22,22,22
62088,0,1,0,0,0,7,0,0,0,0,20,0
62088,1,1,14,37,0,20,0,0,0,25,0,0
62089,0,1,0,0,0,0,0,0,0,0,0,0
62089,1,1,6,14,26,15,13,15,18,6,0,31
62090,1,1,27,5,23,0,17,14,19,28,16,26
62091,0,1,0,0,0,0,0,0,0,0,0,0
62091,1,1,0,0,0,0,0,0,7,0,0,0
62092,1,1,0,0,0,0,0,0,0,0,0,0
62093,1,1,0,0,0,0,0,0,0,0,0,0
62093,2,1,0,0,0,0,0,0,0,0,0,0
62094,1,1,0,0,0,0,0,7,0,0,0,0
62094,2,1,0,0,0,0,0,0,0,0,0,0
62095,0,1,0,0,0,0,0,0,0,0,17,29
62095,1,1,0,0,9,0,0,0,0,0,20,0
62096,1,1,0,0,0,0,0,0,0,0,0,0
62097,0,1,28,28,28,28,28,28,28,28,28,28
62097,1,1,0,0,0,0,0,0,0,0,0,0
62098,1,1,0,0,0,0,0,0,0,0,0,0
62099,1,1,5,5,5,5,5,5,5,5,5,5
62100,0,1,0,22,13,0,0,35,0,0,7,33
62100,1,1,0,0,0,10,28,0,0,0,13,0
62101,1,1,14,14,14,14,14,14,14,14,14,14
62102,1,1,0,28,22,0,0,0,19,0,14,0
62102,2,1,0,0,13,0,0,0,0,0,0,15
62103,0,1,0,0,0,0,0,0,0,10,32,0
62103,1,1,0,0,0,26,0,0,0,0,0,10
62105,0,1,0,0,0,0,0,0,0,0,0,0
62105,1,1,0,3,15,0,0,0,0,0,0,0
62106,1,1,0,0,0,0,0,27,17,0,0,28
62106,2,1,0,0,8,0,0,0,0,0,14,0
62107,0,1,0,23,0,21,0,8,0,0,0,0
62107,1,1,0,0,0,24,0,0,13,19,0,0
62108,1,1,10,30,35,25,21,3,23,19,23,14
62108,2,1,0,0,0,0,0,0,0,0,0,0
62109,1,1,0,0,0,0,0,0,0,0,0,0
62110,1,1,0,0,15,0,17,16,21,0,14,0
62111,1,1,0,0,0,0,0,0,23,0,0,0
62111,2,1,0,0,0,0,0,0,0,0,0,0
62111,3,1,0,0,0,0,0,0,0,0,0,0
62112,1,1,0,0,0,0,0,0,0,0,0,27
62112,2,1,0,0,0,0,0,0,0,0,0,0
62113,1,1,26,4,15,16,19,11,12,25,20,17
62114,1,1,0,0,0,0,0,0,0,0,0,0
62114,2,1,0,0,0,0,0,0,0,0,0,0
62115,0,1,0,0,0,0,8,0,0,0,5,15
62115,1,1,10,14,7,32,10,18,0,18,0,0
62116,0,1,0,0,6,0,5,0,0,12,0,0
62116,1,1,11,0,0,23,18,25,0,22,15,18
62117,1,1,21,21,21,21,21,21,21,21,21,21
62117,2,1,12,12,12,12,12,12,12,12,12,12
62118,0,1,27,12,10,30,0,0,0,0,7,11
62118,1,1,21,0,0,0,0,0,0,0,0,12
62118,2,1,0,0,0,0,0,0,0,0,0,26
62119,1,1,0,0,0,0,0,0,0,0,0,0
62119,2,1,0,0,0,0,0,0,0,0,0,0
62120,1,1,25,19,16,35,22,29,29,29,26,5
62121,1,1,28,30,0,24,13,34,12,13,23,14
62121,2,1,11,0,0,0,0,0,0,0,0,0
62122,1,1,18,18,18,18,18,18,18,18,18,18
62122,2,1,0,0,0,0,0,0,0,0,0,0
62123,1,1,0,0,0,0,0,32,15,0,0,0
62124,1,1,0,0,0,0,0,0,0,0,0,0
62124,2,1,0,0,0,0,0,0,0,0,0,0
62125,1,1,0,0,0,0,0,0,0,0,0,0
62126,1,1,0,0,0,0,0,0,0,0,0,0
62127,1,1,16,16,16,16,16,16,16,16,16,16
62127,2,1,0,0,0,0,0,0,0,0,0,0
62128,1,1,0,0,0,0,0,0,0,0,0,0
62128,2,1,0,0,0,0,0,0,0,0,0,0
62129,1,1,0,0,0,0,0,0,0,0,0,0
62129,2,1,0,0,0,0,0,0,0,0,0,0
62130,0,1,0,0,0,0,27,7,0,0,20,0
62130,1,1,0,0,0,0,0,0,0,0,0,0
62131,1,1,0,18,0,0,29,0,7,0,0,0
62131,2,1,0,0,0,0,0,0,0,0,0,0
62132,1,1,23,23,23,23,23,23,23,23,23,23
62133,1,1,0,0,0,0,0,0,0,29,0,0
62133,2,1,0,0,0,0,0,0,0,0,0,0
62133,3,1,0,0,0,0,0,0,0,0,0,0
62133,4,1,0,0,0,0,0,0,0,0,0,0
62133,5,1,0,0,0,0,0,0,0,0,0,0
62133,6,1,0,0,0,0,0,0,0,0,0,0
62134,0,1,0,0,0,0,0,0,0,0,0,0
62134,1,1,0,0,0,0,0,0,0,0,0,0
62135,0,1,0,0,0,20,0,0,0,20,7,0
62135,1,1,4,4,4,4,4,4,4,4,4,4
62136,1,1,24,17,19,14,14,14,8,17,17,9
62137,1,1,19,19,19,19,19,19,19,19,19,19
62138,0,1,15,0,0,20,0,0,0,0,0,0
62138,1,1,0,0,0,0,13,0,0,0,0,0
62139,0,1,30,30,30,30,30,30,30,30,30,30
62139,1,1,0,0,23,0,0,0,0,0,0,0
62140,1,1,11,17,23,25,12,0,5,15,7,0
62140,2,1,0,0,0,0,0,0,0,7,9,0
62141,0,1,0,0,0,0,0,0,0,0,0,0
62141,1,1,0,0,0,0,0,0,0,0,0,0
62142,0,1,0,0,0,0,0,0,0,0,0,0
62142,1,1,0,0,0,0,0,0,0,0,0,0
62143,0,1,16,16,0,0,0,23,0,0,0,30
62143,0,2,21,0,0,24,0,18,44,0,0,0
62143,0,3,0,0,0,0,0,0,0,0,0,0
62143,1,1,0,0,0,0,0,0,0,0,0,12
62143,4,1,0,0,0,0,0,11,0,0,0,0
62144,0,1,26,26,26,26,26,26,26,26,26,26
62144,1,1,18,0,0,0,0,0,0,0,0,0
62145,1,1,0,13,9,14,0,0,8,18,15,9
62145,2,1,12,0,0,0,0,0,0,0,13,22
62146,1,1,0,0,0,0,0,0,0,0,0,0
62146,2,1,0,4,0,0,0,0,0,0,10,10
62148,0,1,0,10,0,0,8,0,0,0,0,0
62148,1,1,0,2,18,11,6,39,16,0,6,0
62149,1,1,0,0,0,5,0,0,0,0,17,0
62150,1,1,19,19,19,19,19,19,19,19,19,19
62150,2,1,0,0,0,0,0,0,0,0,0,0
62150,3,1,0,0,0,0,0,0,0,0,22,0
62150,4,1,0,0,0,0,0,0,0,0,0,0
62151,0,1,0,0,0,20,0,0,19,0,0,0
62151,1,1,0,0,0,0,0,0,0,0,0,0
62152,0,1,0,0,0,0,0,0,0,0,0,0
62152,1,1,0,0,0,0,0,0,0,0,0,0
62153,1,1,11,0,19,0,0,21,0,32,0,28
62154,1,1,0,0,0,0,0,0,0,0,0,0
62154,2,1,0,0,0,0,0,0,0,0,0,0
62155,1,1,15,0,33,9,14,21,28,34,24,17
62155,2,1,0,0,0,0,0,0,0,0,0,0
62155,3,1,0,0,0,0,0,0,0,0,0,4
62155,4,1,0,0,0,0,0,0,0,8,0,0
62156,1,1,11,19,21,0,0,0,21,24,14,20
62157,1,1,21,21,21,21,21,21,21,21,21,21
62157,2,1,0,0,0,11,0,18,0,38,23,0
62158,1,1,23,32,25,15,0,8,19,17,23,22
62159,1,1,0,0,0,0,0,0,0,0,0,0
62159,2,1,0,0,0,0,0,0,0,0,0,0
62160,0,1,28,0,0,0,36,0,0,0,0,33
62160,1,1,0,0,0,7,0,20,0,0,0,8
62161,1,1,0,0,18,0,0,32,35,6,0,27
62162,1,1,0,24,0,0,12,0,0,0,0,0
62162,2,1,0,0,0,0,0,0,0,0,0,0
62163,1,1,32,32,32,32,32,32,32,32,32,32
62163,2,1,0,0,18,0,0,0,0,0,0,0
62163,3,1,0,0,0,14,0,0,0,0,0,0
62163,4,1,0,0,0,0,0,0,0,0,0,0
62164,0,1,30,0,0,9,0,0,0,10,19,9
62164,1,1,19,4,16,5,15,10,11,33,17,8
62165,0,1,0,0,0,16,6,24,0,0,0,0
62165,1,1,0,0,0,0,13,15,0,0,0,0
62166,1,1,0,0,0,0,0,0,0,0,25,0
62166,2,1,0,0,0,0,0,16,0,0,0,0
62167,1,1,17,0,0,0,0,32,0,31,0,0
62167,2,1,0,0,0,0,0,0,0,0,0,0
62168,1,1,0,0,0,0,0,0,0,0,0,0
62168,2,1,0,0,0,0,0,0,0,0,0,0
62169,1,1,0,0,0,0,0,0,0,0,21,0
62169,2,1,0,0,0,0,0,0,0,0,0,0
62170,1,1,10,15,9,0,22,21,14,0,0,24
62170,2,1,0,0,0,0,0,0,0,0,40,14
62170,3,1,7,7,0,19,0,0,0,0,0,0
62171,1,1,0,0,0,0,0,0,0,0,0,0
62172,0,1,0,18,27,0,0,0,0,0,0,0
62172,1,1,0,0,0,0,0,0,0,0,0,0
62173,0,1,0,29,0,0,0,0,0,0,0,0
62173,1,1,0,0,0,4,0,0,0,0,0,0
62174,1,1,0,17,44,0,0,0,0,0,0,0
62175,1,1,0,11,21,0,0,20,0,20,0,0
62176,1,1,0,0,0,0,0,0,0,0,0,0
62176,2,1,2,2,2,2,2,2,2,2,2,2
62176,3,1,0,0,0,0,0,0,0,0,0,0
62177,0,1,0,0,0,0,0,0,0,0,0,0
62177,0,2,0,0,0,0,0,0,0,0,0,0
62177,1,1,0,0,0,0,0,0,0,0,0,18
62178,1,1,1,1,1,1,1,1,1,1,1,1
62178,2,1,0,0,0,16,0,0,0,0,0,0
62179,1,1,19,0,0,0,0,0,0,0,0,0
62180,1,1,0,0,0,0,0,0,0,0,0,0
62181,1,1,31,31,31,31,31,31,31,31,31,31
62182,1,1,17,17,17,17,17,17,17,17,17,17
62183,1,1,0,0,0,0,0,0,0,0,0,0
62184,1,1,1,1,1,1,1,1,1,1,1,1
62184,2,1,0,0,0,0,0,0,0,0,0,0
62185,1,1,0,0,0,0,0,0,0,0,0,0
62186,1,1,0,0,0,0,0,0,0,0,0,0
62186,2,1,7,0,0,0,0,0,0,0,0,0
62187,0,1,13,13,13,13,13,13,13,13,13,13
62187,0,2,18,0,0,0,0,0,0,0,0,0
62187,1,1,10,10,10,10,10,10,10,10,10,10
62188,0,1,0,0,0,0,0,0,0,0,0,0
62188,1,1,0,3,0,0,0,0,0,0,10,0
62188,2,1,6,0,10,0,0,0,0,0,0,0
62189,1,1,0,0,0,0,0,0,0,0,0,0
62189,2,1,0,0,0,0,0,0,0,0,0,0
62190,1,1,0,14,0,0,0,21,0,0,13,0
62190,2,1,23,23,23,23,23,23,23,23,23,23
62191,1,1,8,8,8,8,8,8,8,8,8,8
62192,1,1,0,0,0,0,0,0,0,0,0,0
